idx,Skewness_R,Kurtosis_R,Variance_R,RMS_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
28.0,0.146132010522326,9.044498619042999,9.43298363531716,3.07194683985125,45.0,44.33,260.0,0.21,1.71832170064317,1.5463047273039,1.52051690943366,0.0,6.0
107.0,0.0441336481381543,8.90088134311925,10.819370621207499,3.2895942661585296,52.5,51.79,270.0,0.23,1.66130912798584,1.54504737719183,1.6063301090556898,0.0,3.0
174.0,0.321503983240945,7.913254565933441,17.302478564995898,4.160833099206109,57.5,56.6,358.0,0.42,2.64021239441821,2.6113461832033,2.71988829647812,0.0,1.0
95.0,0.00446896783188874,9.0336017377278,7.919837332227808,2.8142338927405603,50.0,49.36,230.0,0.16,1.4704481834459902,1.3261851817707802,1.29143121720995,0.0,6.0
246.0,0.10992038305714097,8.69193184099446,7.310259778225441,2.70372217175652,60.0,59.53,231.0,0.13,1.30497770839758,1.31157532496287,1.32084357656623,0.0,1.0
49.0,0.350941798031178,8.18580209040676,15.6209518071057,3.95244022903332,52.5,51.51,296.0,0.33,2.41998073074248,1.89335725215644,1.76066985102995,0.0,7.0
69.0,0.540356369348749,8.31205731919201,16.0437809886851,4.00630456353935,50.0,49.01,342.0,0.4,2.4491011062703,2.32115476017961,2.44574743597823,0.0,3.0
105.0,-0.13178468440056298,8.96891437480572,8.778006646432411,2.9627497928594,52.5,51.96,245.0,0.17,1.3890404183108702,1.39286787298947,1.40307565459441,0.0,2.0
107.0,0.0912083438390448,8.45634597029842,13.6870560467499,3.69973996563959,52.5,51.65,280.0,0.22,1.82803824773762,1.6169984775778,1.72250009543299,0.0,4.0
139.0,0.0756429032563948,9.467521243446619,7.38145631628255,2.71722078495685,55.0,54.5,215.0,0.13,1.23175613849249,1.23534405027523,1.2449960786856002,0.0,2.0
199.0,0.440610572877902,10.893597999696803,10.4607027813079,3.23434301021531,60.0,59.24,306.0,0.28,2.13952196419266,1.89583273818374,1.86596476997936,0.0,6.0
27.0,0.22821714112618105,9.62423762320654,6.82979032796452,2.61440025834963,45.0,44.47,210.0,0.12,1.18398103499212,1.1958681833032,1.19918379074125,0.0,2.0
36.0,0.441309412364876,8.263988059963419,15.505570421071,3.94196993478431,47.5,46.46,356.0,0.48,2.6240117055791097,2.62367821559686,2.68987280624155,0.0,2.0
56.0,0.16733901297227402,8.51813994160091,12.2517091637133,3.50023737195444,47.5,46.76,255.0,0.17,1.6263021765219,1.45580472187718,1.53069351025765,0.0,4.0
127.0,0.362289465221109,8.79419369680183,13.3578060444082,3.65536037616371,55.0,54.68,318.0,0.29,2.09435043924256,1.961426708291,2.06755905175883,0.0,3.0
193.0,0.481451092782835,10.7990353706678,10.9994031200158,3.3165128704680003,60.0,59.34,322.0,0.31,2.0236311788123302,1.99809402699928,2.0449348239138003,0.0,2.0
55.0,0.179670792044558,8.630773375162901,12.055064989992301,3.4738455529637497,47.5,46.69,300.0,0.29,2.09064283650466,1.8638987717631,1.8661533339892,0.0,6.0
108.0,0.3880694342261379,9.85485791973574,14.065367075353999,3.75070156334877,60.0,58.89,325.0,0.41,2.88777389177918,2.22925428106501,2.07305426732791,0.0,7.0
81.0,0.404861567729051,7.95329971010898,16.8837975873803,4.11000927360253,52.5,51.27,373.0,0.56,3.01377981221762,2.98753010323744,3.05768630171034,0.0,5.0
216.0,-0.0363695597953604,6.53376103210016,11.527300398963597,3.39519728583061,60.0,59.2,345.0,0.36,2.41890977631769,2.38823184752892,2.4736221136379104,0.0,1.0
88.0,0.433994999435712,8.297485096957589,15.958531538138,3.99512151949768,52.5,51.38,359.0,0.48,2.75470850006708,2.61437087267207,2.7519471434915697,0.0,3.0
67.0,0.470728413260636,7.94665851630638,18.2241618872547,4.26943471583476,50.0,48.83,337.0,0.37,2.50044422182432,2.22128475288729,2.41484280264046,0.0,4.0
41.0,0.37042052969674,8.215518486931991,15.519914606282,3.940051426297461,47.5,46.45,344.0,0.41,2.4934603192711,2.36906306839698,2.49679393245287,0.0,3.0
233.0,0.0112057056028604,7.455346403733309,9.685810087323981,3.11268817328603,60.0,59.39,304.0,0.24,1.88313844170297,1.8637616833346295,1.91450246164354,0.0,1.0
175.0,0.3731865195434629,9.676380274860607,13.6421869670907,3.6940725606849503,60.0,58.98,368.0,0.47,2.86176155480697,2.84168191544078,2.93623042107701,0.0,2.0
137.0,0.443443234093877,7.702885920470929,19.0679689088653,4.37339029879241,55.0,53.97,368.0,0.5,2.8322724420571803,2.83302915801928,2.914860733839069,0.0,1.0
79.0,0.35166666574543104,7.348543651900059,18.335136618150802,4.2920445770699,50.0,49.09,353.0,0.44,2.54365801542145,2.54578081848181,2.62354241570956,0.0,1.0
167.0,0.300811048181272,9.09964394829801,12.8761575537025,3.59128979076073,57.5,56.64,327.0,0.35,2.38201214089043,2.1057742256957,2.11696635464138,0.0,6.0
143.0,0.575725072288648,8.7398676297531,16.029384569895598,4.005739206161231,57.5,56.46,339.0,0.37,2.48293314144197,2.23853971020536,2.42232788346204,0.0,4.0
21.0,0.258481625859848,8.56606415394743,11.300340828850803,3.36243656828896,45.0,44.35,285.0,0.25,1.72359368641018,1.7144372052709698,1.73477206624816,0.0,5.0
71.0,0.33122306174030297,8.47108027541698,14.924240955594499,3.86944131713996,50.0,49.07,336.0,0.37,2.33141039288713,2.20805457147418,2.32519564029567,0.0,3.0
48.0,-0.00836313894109356,8.268768209808071,10.526368123053,3.24472089532189,47.5,46.9,271.0,0.22,1.6008908148531005,1.59517066095844,1.61059396135136,0.0,5.0
13.0,0.115051285853228,8.11854327238661,14.4932632795904,3.80815769561644,45.0,44.11,339.0,0.41,2.34417887770279,2.32798619058321,2.39666331002344,0.0,5.0
70.0,0.373907720622479,8.400443520537799,15.5251261966727,3.94072954754262,50.0,48.86,355.0,0.49,2.97096688244969,2.61760233772787,2.67613809202973,0.0,6.0
179.0,0.300649249732973,8.08174801390981,16.8369408806259,4.10661565428543,57.5,56.7,344.0,0.38,2.43920139068932,2.4196090864356803,2.50878098929422,0.0,1.0
2.0,0.311005252852502,7.975617927855248,16.5064829288571,4.06279492286379,45.0,43.72,373.0,0.6,3.01260276218669,3.0198015026580203,3.0734346124125,0.0,2.0
166.0,0.601768103813893,7.41544309689901,20.1757133389009,4.49171834993767,57.5,56.44,374.0,0.52,2.98950091094871,2.9691498520577206,3.07656400012759,0.0,1.0
127.0,0.277819208193616,8.69522906691794,13.241065203761599,3.64181680418286,55.0,54.26,323.0,0.32,2.10063472449894,2.07959283239205,2.13336035900684,0.0,2.0
43.0,0.492715800762875,8.43722420460068,16.757962701912803,4.09386584709309,47.5,46.5,317.0,0.32,2.2117587658016897,1.98479373801895,2.13078478247236,0.0,4.0
132.0,0.184197033591438,8.863165311387801,11.793167887232402,3.434461333803,55.0,54.36,297.0,0.26,1.80421280993272,1.7893750813175602,1.82456550201602,0.0,2.0
74.0,0.174158195812802,8.851481503782788,11.849519418836902,3.44459410943992,55.0,54.12,281.0,0.21,1.9179246475689296,1.53621943898748,1.37863297354211,0.0,7.0
20.0,0.134578649849933,8.5029447541468,11.902206024730301,3.4510034839226496,45.0,44.32,297.0,0.28,1.82151580998833,1.80959454840476,1.83428170678015,0.0,5.0
201.0,0.3583165958563461,11.8970015346068,7.451251128490862,2.7304430124994,60.0,59.5,245.0,0.15,1.40651716610088,1.40893116405201,1.41787441821051,0.0,2.0
63.0,0.448207906242132,8.31010621242559,15.5719566981075,3.94616049224987,50.0,48.99,357.0,0.47,2.6448397032246,2.6386431899507,2.7135755947627,0.0,2.0
124.0,0.4834471576390851,8.76106601590972,12.753526362218599,3.57137864357315,55.0,54.29,315.0,0.3,2.0051547212642697,1.97299051864021,2.01465256797062,0.0,5.0
104.0,0.34714315672753104,8.58525417751048,14.664653954658599,3.83008788873603,52.5,51.59,299.0,0.25,1.99422459661948,1.76398813382173,1.8934052060930904,0.0,4.0
189.0,0.19283160117047696,7.445036242274389,15.7249293161781,3.96714642626402,57.5,56.9,303.0,0.25,1.8701356569307896,1.85419660264016,1.90031389680942,0.0,1.0
225.0,0.0225925672528593,6.89867775040852,10.703105527991099,3.2717629336303697,60.0,59.3,327.0,0.31,2.14647487989459,2.11732726748572,2.18234567623362,0.0,1.0
52.0,0.344141679610032,9.043803244833938,12.7257803166987,3.56944582175814,47.5,46.63,317.0,0.33,2.29138246976837,2.04480254285915,2.0493416920591296,0.0,6.0
3.0,0.5684956382465699,8.3864756092386,16.3444343333111,4.04560398099787,45.0,43.81,370.0,0.58,2.97905556290464,2.95997271232726,3.01766751779053,0.0,5.0
89.0,0.442584626319364,8.45676298704941,16.0862117452494,4.015090321353751,52.5,51.4,356.0,0.47,2.7031272433024403,2.5644590917694,2.70245284272353,0.0,3.0
87.0,0.332271556175318,7.5827985715666,16.5100812668566,4.06473312393733,50.0,49.26,327.0,0.34,2.12888167352504,2.12652488715704,2.18074919404825,0.0,1.0
59.0,0.0774659213939542,8.798813096780538,10.7076617573456,3.27397792858213,47.5,46.77,280.0,0.23,1.88336634920933,1.68605327432743,1.6645134565818798,0.0,6.0
125.0,0.492232061527861,11.5129715605615,9.24524055278332,3.040572186259089,60.0,59.23,230.0,0.18,1.72942292258287,1.4189082075567,1.2196737055934,0.0,7.0
145.0,0.453153179665758,8.69418252003729,15.665915097211304,3.96139645127497,57.5,56.5,333.0,0.35,2.38249061972398,2.14082895702046,2.3157572943604703,0.0,4.0
174.0,0.36089089048325,10.927588335964801,10.481197264513,3.23765862924775,60.0,59.27,302.0,0.24,1.9366261362718704,1.81184718654686,1.8926033340783104,0.0,3.0
140.0,0.43892133009826506,8.65283975784472,15.3610103415523,3.91971647645291,57.5,56.38,363.0,0.47,2.82408164073228,2.70236223776826,2.85047002357086,0.0,3.0
82.0,0.436840651554288,8.65254249830892,13.618434981794099,3.69050721036258,50.0,49.1,322.0,0.34,2.35656283788377,2.08999693810311,2.1064784727588504,0.0,6.0
119.0,0.427102046689507,8.28380117382558,16.0837096816314,4.0106132207922505,55.0,54.49,352.0,0.45,2.61490979538313,2.4831509634937,2.62881376580478,0.0,3.0
172.0,0.470251104182605,10.8962509643784,10.4508697266275,3.23330005914146,60.0,59.39,305.0,0.27,1.90222233224068,1.8716886342783896,1.9005312829659096,0.0,5.0
91.0,0.549704503524758,8.08063600849401,18.047244743222606,4.248885943110221,52.5,51.33,348.0,0.41,2.64909532125413,2.38786436212007,2.5901803149074905,0.0,4.0
147.0,0.3755647605009121,9.01668720202425,12.1060614945771,3.4802187823226,57.5,56.8,314.0,0.29,1.997797652374,1.96701465100468,2.00414994398358,0.0,5.0
122.0,0.3705288160540711,8.43905233960276,14.909178635817401,3.86180628756271,55.0,54.55,341.0,0.37,2.43395842557396,2.28234578423042,2.42065816659538,0.0,3.0
181.0,0.0424502801389856,10.3459174297295,6.72547530575608,2.5951405134448,57.5,56.92,215.0,0.13,1.3455202993254598,1.22444456258278,1.18239846816454,0.0,6.0
163.0,0.297745134668919,9.03146051529881,13.4709910831617,3.6729900341742097,57.5,56.56,338.0,0.38,2.59575563370641,2.2952047310959,2.3216983168857404,0.0,6.0
7.0,0.253432636846215,8.20315082551542,15.7868266695621,3.976237931249,45.0,43.91,351.0,0.46,2.6480077009193104,2.5287449278422,2.6542426138428,0.0,3.0
98.0,0.226154728922718,8.180373836374821,10.899905005724197,3.30430189483298,50.0,49.48,235.0,0.15,1.35834256002285,1.3742192006126202,1.3793204870181497,0.0,1.0
161.0,0.32065894957708,9.0985822256313,12.863232399619699,3.5886787743908,57.5,56.85,314.0,0.28,1.97620648738894,1.96018175467458,2.00505907897304,0.0,2.0
3.0,0.5251714352400929,7.42309828495455,19.088067623424106,4.37213341130974,45.0,43.89,367.0,0.55,2.8513837836455203,2.86389002144165,2.9354144357107206,0.0,1.0
134.0,0.33462217136529804,8.37668765813024,15.337361887360402,3.91953608265685,57.5,56.38,371.0,0.52,2.95946193333974,2.9190537938526497,3.00726470903622,0.0,5.0
144.0,0.283683372487825,8.70851570289395,13.254913142822002,3.6428135635227,57.5,56.71,333.0,0.35,2.25139319820549,2.21874909044506,2.27239691062934,0.0,5.0
181.0,0.277863578235555,10.3595235094574,10.0072691789351,3.1651466460128,60.0,59.28,249.0,0.16,1.57196634335791,1.4061711403931298,1.47400783666988,0.0,4.0
177.0,0.276804903212419,12.4751041830246,6.208150644023418,2.49175111807927,60.0,59.54,215.0,0.13,1.23359354085103,1.2282788324408602,1.22982109620075,0.0,5.0
44.0,0.4072249183032221,8.37852204926361,16.972922216210698,4.123671012117041,47.5,46.52,315.0,0.31,2.1719758882982,1.94781160413578,2.08844795977402,0.0,4.0
22.0,0.100361737024967,8.487726742807519,10.6710405486867,3.2693888743546897,45.0,44.38,275.0,0.23,1.63524076439747,1.62695447955125,1.64411306747121,0.0,5.0
84.0,0.4395519672785229,8.32970204398648,16.9987559352465,4.12515472017067,57.5,56.38,327.0,0.42,2.93547721262357,2.2500814685628,2.14377623182185,0.0,7.0
107.0,0.431633356656472,8.89719383390886,13.6603804297534,3.69699726466833,52.5,51.53,336.0,0.39,2.55166187437007,2.26286017732574,2.28102400843535,0.0,6.0
111.0,0.40389147422658506,8.63085491567589,13.5702416810641,3.6838596018675096,52.5,51.61,322.0,0.34,2.3443482122932,2.08304588354299,2.10519182081105,0.0,6.0
128.0,0.325151887138262,8.749166272434339,12.9162296499273,3.59436231949944,55.0,54.28,318.0,0.3,2.0322739123679,2.01139703307326,2.06160433799982,0.0,2.0
1.0,0.373410501727883,8.14427114942195,16.3956306073754,4.05175914495424,45.0,43.75,374.0,0.6,3.07604412624126,3.06185372143614,3.1102579091756897,0.0,5.0
33.0,0.22939842133335,8.55909493064818,12.0171220901226,3.46913289578819,50.0,49.13,249.0,0.22,1.89902768252897,1.52123390819138,1.38291556810872,0.0,7.0
198.0,0.505403290236595,10.871433376345198,11.054716791627,3.32535263292056,60.0,59.22,310.0,0.29,2.19898842929932,1.9429160151052296,1.92231845838588,0.0,6.0
150.0,0.29861684337771,9.327132703695641,10.8292226777289,3.2913214888389097,57.5,56.89,288.0,0.22,1.7349589572557802,1.71679205547123,1.73846034721401,0.0,5.0
58.0,0.197346663900492,8.961652863496449,9.56098373898773,3.0951367688839,52.5,51.71,214.0,0.15,1.59854484298192,1.3123486082736298,1.15361575888898,0.0,7.0
1.0,0.36175158655622,8.301680997026558,15.4051622269523,3.9321968623012697,45.0,43.79,352.0,0.49,2.9686315590755297,2.61847466168056,2.69854826958521,0.0,6.0
54.0,0.244592416479718,8.565842081072281,13.083928062460199,3.62049331078331,52.5,51.61,264.0,0.24,2.0335620114389097,1.62960579365127,1.4707553170351395,0.0,7.0
72.0,0.37996529575397103,8.396034005127241,14.7681561982284,3.84559473150018,50.0,49.09,332.0,0.36,2.29954547747265,2.17762914915635,2.29667451278546,0.0,3.0
160.0,0.481871803276153,9.56976794380858,13.788904578015002,3.7138284161042,60.0,59.03,366.0,0.47,2.85173396699738,2.80763095531097,2.89882924826865,0.0,5.0
40.0,0.5181679677416451,7.90121083940014,17.761250218603802,4.21511943762934,52.5,51.33,326.0,0.42,2.90610459797128,2.234967990668609,2.15857149458091,0.0,7.0
22.0,0.357137670580546,8.75370539104507,11.8282902039468,3.44057597083703,45.0,44.21,296.0,0.28,2.0525526557022102,1.83899633433732,1.83466076151057,0.0,6.0
221.0,0.0669690061476566,6.93171404394608,10.9081467032339,3.3046696347797297,60.0,59.26,335.0,0.32,2.25088686549508,2.22021162385098,2.2925651307325,0.0,1.0
28.0,0.439333513063278,8.272822082410709,15.275026407685301,3.908796588572181,50.0,49.03,289.0,0.3,2.32368497514667,1.82137152628317,1.69933472556975,0.0,7.0
91.0,0.346419012600138,8.3208311668705,14.620725297890699,3.8237606967636495,52.5,51.64,342.0,0.4,2.3674054168177,2.34024916693089,2.42498947281164,0.0,2.0
193.0,0.0703178758689702,8.36810401572511,12.116222943778698,3.4811058223510702,57.5,56.98,272.0,0.21,1.60163735766803,1.599219541825,1.6261949182022,0.0,1.0
14.0,0.290212411344727,8.46922303343362,13.6581760824836,3.70224110315304,45.0,44.05,326.0,0.38,2.44080890363258,2.1717461620416696,2.19568466688585,0.0,6.0
164.0,0.26483630906298,9.60330710797528,11.6578953007376,3.41459930216983,57.5,56.91,296.0,0.26,1.79007638290003,1.78169024179604,1.81409433722514,0.0,2.0
167.0,0.3837454880680471,9.644358100335301,14.2630618458532,3.77795618588694,60.0,58.98,332.0,0.32,2.39678157687698,2.1279496961711297,2.30795215302136,0.0,4.0
86.0,0.378358143501883,8.11666695329652,16.4978046343613,4.06250858682858,52.5,51.34,362.0,0.48,2.83314141686826,2.689377748683229,2.82646714519611,0.0,3.0
131.0,0.0957219600239717,9.0120754562075,10.383467605689,3.22232344157368,55.0,54.8,269.0,0.22,1.65726679618978,1.53854521729847,1.6001989154801002,0.0,3.0
99.0,0.5047004308612879,8.39945343125506,16.3918783919124,4.05097029945129,52.5,51.49,322.0,0.31,2.24973234737371,2.01395432149313,2.17916628980808,0.0,4.0
93.0,0.575922836358065,8.22450118130911,17.7277844146525,4.21152883062651,52.5,51.37,344.0,0.39,2.56962684766758,2.31770792163584,2.51237561081269,0.0,4.0
133.0,0.472185882694854,8.89381745087354,12.9547758583964,3.59956822351226,55.0,54.2,273.0,0.2,1.7510390814079198,1.55027228360848,1.64416637544689,0.0,4.0
71.0,0.28971372140456303,8.05222790570451,15.6971769947369,3.9623602269995097,55.0,54.06,298.0,0.33,2.42750938627986,1.90557623042483,1.75241647869201,0.0,7.0
75.0,0.24475317877688896,8.65465958293183,11.8208278880137,3.44159506730613,50.0,49.35,294.0,0.27,1.78380153410155,1.77651539462536,1.8083150344298,0.0,2.0
54.0,0.175860948410634,8.60526367405092,13.4156150333043,3.6628640616149104,47.5,46.72,271.0,0.21,1.75289724018592,1.5687813492420302,1.6543593618352,0.0,4.0
243.0,0.0120322679580775,7.588653786616019,9.1417908010503,3.02353625117172,60.0,59.49,256.0,0.16,1.48420527817255,1.48851112484377,1.50365406534308,0.0,1.0
57.0,0.256428954312495,7.58627595813679,15.458945384058799,3.93396028149369,47.5,46.81,311.0,0.3,1.95133259579842,1.95234420287552,1.99084417501645,0.0,1.0
142.0,0.4984060216431071,8.488625981909031,15.857083159003901,3.98231927167818,57.5,56.47,368.0,0.51,2.8726584116063303,2.85025872825526,2.94683269125489,0.0,2.0
157.0,0.355735558855574,8.94357170808728,13.788956699413301,3.71389951841501,57.5,56.77,323.0,0.35,2.2182706580369103,2.19859845065591,2.26011809520043,0.0,2.0
102.0,0.531954694160526,7.44208835742808,19.306040722977606,4.395364033432241,52.5,51.39,372.0,0.54,2.94238742640768,2.94701868848988,3.0238079148742205,0.0,1.0
93.0,0.39544459668015897,8.386494698938941,14.240010323311903,3.77362839632762,52.5,51.66,337.0,0.38,2.30741401292904,2.27592341681485,2.34338763567847,0.0,5.0
64.0,0.33287642508674203,8.06517787340798,12.2109234224391,3.4946565759062898,47.5,46.95,252.0,0.18,1.45425314498627,1.46928811817512,1.47728002815987,0.0,1.0
167.0,0.143625583246204,10.0544437549774,9.857944235580721,3.1415381474855697,57.5,56.97,265.0,0.19,1.54179641730913,1.5438359733116298,1.56076404540878,0.0,2.0
106.0,-0.0016205354742837301,9.711390304682679,9.17293109471912,3.02910343077555,57.5,56.82,215.0,0.16,1.574931900943,1.317691571148,1.13135873755655,0.0,7.0
63.0,0.5163220040094699,7.83986402403787,19.167299563041198,4.37801706681413,50.0,48.75,352.0,0.45,2.7338177801397903,2.47093291528697,2.67293897819592,0.0,4.0
21.0,0.4128054263711261,8.60423408939788,14.785065947597499,3.8491421419974303,45.0,44.12,289.0,0.25,1.89909135788183,1.70733012660539,1.81176740628655,0.0,4.0
89.0,0.192491141987868,8.88745480418683,10.194834835906699,3.19598091086852,50.0,49.27,215.0,0.14,1.42873411735219,1.2797857507031498,1.3398369825096998,0.0,4.0
96.0,0.0702302731269878,7.560796882324951,12.8902409684763,3.59194035694811,50.0,49.44,268.0,0.2,1.54728000356534,1.56063246989425,1.57475295315501,0.0,1.0
120.0,0.361550938914976,8.49866994018551,14.643604499020801,3.8269535376289903,55.0,54.12,348.0,0.4,2.4647847518919903,2.43709408076891,2.52607455044537,0.0,2.0
105.0,0.28408220137571505,9.63083580118354,9.90602707265283,3.1482027357354503,57.5,56.8,226.0,0.17,1.6679575867389398,1.3876460599777298,1.19415910665374,0.0,7.0
114.0,0.3738074567408,7.393329846080589,17.928469038434898,4.23620937923339,52.5,51.63,349.0,0.42,2.46306587799746,2.455108973084509,2.53552323889427,0.0,1.0
14.0,0.309988055211901,8.139494821568789,14.1663698261488,3.76644678425669,45.0,44.14,334.0,0.39,2.271001197383,2.25839646578834,2.31838107310806,0.0,5.0
26.0,0.283317211813026,9.06011564065854,10.4445046651899,3.23184932058132,45.0,44.29,275.0,0.24,1.83548515212653,1.64697706738967,1.62603687008326,0.0,6.0
159.0,0.546200054724636,9.688290531359401,14.404580612792303,3.7953203542208,60.0,58.81,371.0,0.49,3.017022453472,2.88692479073906,3.0372990625059404,0.0,3.0
81.0,0.291915266303766,8.98989551344008,10.102416961024801,3.18024760850028,50.0,49.33,259.0,0.18,1.55805674696786,1.46835718648075,1.51605758816626,0.0,3.0
50.0,0.5179277708871429,7.762292524855959,17.2927282918214,4.15846101040471,47.5,46.67,338.0,0.39,2.30426520468086,2.3077834948299705,2.37780266537046,0.0,1.0
150.0,0.354958522684514,7.80668880015615,16.7218231488599,4.0897340062437895,55.0,54.23,335.0,0.35,2.2478454723733,2.2258289580737403,2.30163809044867,0.0,1.0
127.0,0.571234602636724,8.92903875633159,14.9734126544187,3.86985293397172,55.0,53.81,360.0,0.5,3.082897377975589,2.7155807088516,2.77314315941961,0.0,6.0
168.0,0.44082536758246704,7.7873374889964815,18.5336205294114,4.3050970372820805,57.5,56.48,370.0,0.48,2.89963811143951,2.87497446149715,2.9857362744602503,0.0,1.0
191.0,0.467001169261345,10.261020640295099,12.606844490202198,3.55076467152546,60.0,59.06,342.0,0.4,2.71245545302376,2.40016702187005,2.4020423014826,0.0,6.0
19.0,0.451008058618245,8.82668695266659,12.5978622487306,3.5496409261327404,45.0,44.15,309.0,0.31,2.19836469585848,1.96756623361078,1.97243920031332,0.0,6.0
29.0,0.307451922163683,8.67435604210892,10.3071661332654,3.21472929861363,45.0,44.35,259.0,0.2,1.56894193122431,1.48349074724105,1.5415416857093602,0.0,3.0
65.0,0.280606950443453,7.4748549971453615,11.366415517090699,3.37319552396286,47.5,46.97,232.0,0.15,1.36193968014516,1.37736704198241,1.3837664771052098,0.0,1.0
